,C1_8.1.08_s1.CEL,C2_8.1.08_s1.CEL,C3_8.1.08_s1.CEL,E1_8.1.08_s1.CEL,E2_8.1.08_s1.CEL,E3_8.1.08_s1.CEL
CstF50,8.88833090096824,9.14156352245441,8.78227163182791,9.33384841467663,9.18789026977183,9.06191170932402
CstF64,8.08292614191664,8.1670654405654,7.85226347752992,8.5145646973689,8.34991126580573,7.98539913542346
csul,8.98204707824046,9.2108841082065,8.74262340640351,9.17184553024429,9.17386823889301,9.03199085899008
csw,8.51789136273167,8.3749848760481,8.48333588890253,8.63904732154067,8.54158700470781,8.55123723995656
ct,7.84471488598453,7.96276052805591,8.10670936312363,7.19648650203913,7.96050655495299,8.03911909653729
cta,10.9936086723234,10.9875904907505,10.8901706066568,10.7839887179876,11.0382094122187,11.0819234091266
CtBP,10.3184850121055,10.5072370249081,10.296041948113,10.0985974169654,10.268652732417,10.4073890712885
CTCF,7.31531140390547,7.90938634804685,7.35720493117963,5.85278517214668,7.69827738323623,7.37687382533785
Ctf4,8.38664489621405,8.81131684574914,8.28375152350089,8.79340660917,8.65532621527294,8.40101830553324
Ctl1,11.183432720513,11.3488147220944,11.2083456302468,10.8986715454409,11.0497588739937,11.1110212617636
Ctl2,9.03764523809289,9.03145907206524,9.08860512295408,8.94687289258546,8.98217955970052,8.97342609034393
ctp,12.6558225361565,12.7177598108186,12.6029224055232,12.6105813871659,12.7039872743456,12.6455065346785
CTPsyn,7.87865337924494,7.72916346600995,7.76668368165864,8.12555440483076,8.09284812247793,7.95793979833914
Ctr1A,9.24241153328959,9.37071581069,9.38903147720725,8.59923368231621,9.26950318299577,9.3363810038391
Ctr1B,5.9715479934761,6.07697167483541,5.84833993486871,5.96914594169942,6.17788247835381,6.04496605398759
Ctr1C,4.16133773874133,4.28564681259078,4.28907142760516,4.4239464994243,4.49372068877101,4.1846384903644
Ctr9,9.22898427542279,9.25472621730508,9.203483443905,10.0204531467841,9.94718417298987,9.88256620989127
ctrip,5.21628546026077,5.19352458109854,5.11094297019279,4.88369771715432,5.02860254051772,5.07596599443391
CtsB1,12.1350315200697,12.2209926165348,12.1881708393103,12.1313516820159,12.1239680476045,12.1118770460113
cu,9.15518522704543,8.9823772782394,9.18790682707412,9.19227850540895,9.27264038433038,9.51895502232242
Cubn,6.8067687435688,6.93974011650086,6.92949610021024,6.93394735412741,7.14684192625109,7.13502933963225
cue,10.2137985144653,10.2025600429543,10.0304548433554,10.4798254086269,10.2459774218631,10.4201123643457
cuff,7.42831923389417,7.68867866721005,7.28725838948797,7.56463927498924,7.80940966410164,7.37005533126104
Cul1,11.8452164049375,11.8584239308582,11.7043031120125,11.8785267251169,11.7996736216344,11.8988060341725
Cul2,9.95593953795396,10.1630463525025,9.95007531943272,9.88412450293738,10.1545078112239,10.0476361644177
Cul3,7.58680950358052,7.46657475631721,7.58250915438187,7.41463178146299,7.45462809466308,7.57553024218827
Cul4,10.3984810353865,10.4220743860847,10.4254065069621,10.3880547084716,10.4831566688513,10.5007274083284
Cul5,8.99793713105538,9.1319454028935,8.90065970626185,9.08537058636093,9.24174182181908,9.112089471217
Culd,6.06329073293559,6.03692353099351,5.78262358279164,6.71849307332259,6.43389564024606,6.55992027526609
cup,10.3819149339631,10.6540842401774,10.350035001318,10.6407506104703,10.547701035824,10.4166274767684
cutlet,7.58235132772914,8.05134252640627,7.45348366078631,7.95222866089626,7.97855138210262,7.70987142405909
cv,9.65227216004861,9.73207266310126,9.67461747394041,9.66286115037839,9.81197660267754,9.64259371086996
cv-2,6.87306132658511,6.93342947759897,6.7763054233354,6.62026165988085,7.14339303466629,6.74510515943186
cv-c,6.42095237368705,6.47309565635805,6.30754914454381,5.41100309333588,6.46140831975342,6.36816440529757
cv-d,9.25297553852631,9.20753364257872,9.24077058831441,9.10401549410845,9.22090461453469,9.4071692084725
Cwc25,8.85520630784329,9.06342358525276,8.56358533683492,9.47030242853763,9.07360062836656,8.80133498575358
cwo,8.76002450130099,8.71918754642769,8.76109276552745,8.10450852823244,8.24372049363672,8.47522637148294
cyc,5.5623439122947,5.70725934578888,5.29071632959729,6.12212054688442,5.84547534290748,5.93207839253374
CycA,12.6815055221346,12.8892660298254,12.6828237753266,12.4257788341059,12.8205462745035,12.7429475420513
CycB,12.8228720847295,12.8945056193312,12.6980546020332,12.7270683120743,12.7310566584658,12.7765239442226
CycB3,12.0734718462492,12.2813069565409,11.9535762360857,11.9603323866568,12.1853999241894,12.2057521848121
CycC,9.92477222792176,10.1051377495727,9.96062344929107,10.3874994570947,10.2637222484751,10.2934392947114
CycD,9.63808923627322,9.59338837041941,9.53305965364571,9.62069499083273,9.67285043627151,9.80394340867986
CycE,10.7413649146865,11.0866525586606,10.6986433643412,10.8123974329648,11.0456731978871,10.6394838382611
CycG,11.7043000634284,11.6841064175332,11.7943318894326,11.9281819760344,11.9498401814921,12.0117081305963
CycH,9.57086644230406,9.91061788239036,9.50061183558799,9.93052835627707,9.81340040268296,9.74563843008809
CycJ,4.16375035393538,4.10883353180884,4.17157718193623,4.52560013865677,4.17629095544858,4.14131254636101
CycK,9.66511055507248,9.66674690579512,9.64539890239277,9.83300369592626,9.65200108067525,9.60035191755714
CycT,7.32644678338077,7.72253539182528,7.18591953481517,6.83667082121366,7.70282828766145,7.28020848011129
CycY,10.0900327008911,10.0593771432798,10.0384501191329,10.6064372693407,10.2463397660356,10.234233484404
CYLD,8.92071873242495,9.06225089971374,8.80579333661774,8.65565217041348,9.08484863264951,9.02090710506713
Cyp1,13.011415900834,13.0406590925938,13.0460896230958,13.0078312128784,13.0349133923783,12.9462119967961
Cyp12a4,6.13462733367201,5.9983618692437,6.4770127518218,5.61138876248814,5.65341104589356,5.95324914507798
Cyp12a5,4.3892349215551,4.20351648567128,4.58458355127891,4.05177999696209,3.84539253792837,4.16684226975206
Cyp12b2,4.27078957783849,4.32219275308959,4.23596742914049,4.20143975732319,4.28063197930376,3.98699082117763
Cyp12c1,6.13646330194052,6.28522216962751,6.14251846520521,5.87381200120236,6.24154242536758,6.07805789532965
Cyp12d1-d,5.47727023912755,5.426704054415,5.73486353870907,4.93917425131366,4.59623236354445,4.70955474527139
Cyp12d1-p,7.07711191637435,7.06592732578963,7.17964709992565,6.77297691169083,6.74856563379722,6.90177815369375
Cyp12e1,6.26302552064067,6.28251731776868,6.66694411616944,5.59782587059538,6.11464726076686,6.0958559028768
Cyp18a1,10.2881904720659,10.247231775248,10.5725031535714,9.57559400220283,9.83229650104873,9.82015680829455
Cyp28a5,7.77504468202286,7.86548910499335,7.77212277225156,8.88572109929685,8.61950713325524,8.85405742355548
Cyp28c1,4.78859359844654,4.5666727797382,4.7784310333831,4.58656813689599,4.45828359598155,4.60939954509931
Cyp28d1,8.64385380225025,8.28774118578994,8.887522437966,7.766177477048,8.07697283302736,8.01115918664177
Cyp28d2,6.00081290646055,5.97558391432338,6.19969540544582,5.44656058749567,5.72259343691129,5.77843979028099
Cyp301a1,8.60537298669637,8.72893976769542,8.30365839068933,8.81540190508573,8.66252628509263,8.74024611412879
Cyp303a1,3.95828039274276,4.01715661701181,3.94375919384486,4.00302365273469,3.68162662205566,3.81621823488918
Cyp304a1,9.85397425129071,10.1089857166999,10.0550108196251,9.93908545694731,9.98737333640291,10.0408459903276
Cyp305a1,6.8914881751746,6.91856337643589,6.85346609551079,7.10599989669164,7.15728596942768,7.0233989412195
Cyp308a1,4.84971887841106,5.0291670962466,4.83271731708331,4.9248713774972,4.86062683541961,4.8099009759463
Cyp309a1,8.35402732598865,8.24936003963784,8.54660933765843,8.11388608240193,8.23083308196489,8.30569278815879
Cyp309a2,9.22236920099979,9.41969529529737,9.10829566070657,9.40909233489142,9.70410645295375,9.6634616476762
Cyp310a1,8.64451847222917,9.03838713405048,8.35346842557539,9.21979982380152,9.11904157804026,8.93141584924293
Cyp311a1,3.53297918626367,3.0770619675928,3.40952799831271,3.34608602448161,3.44833945294597,3.48502679652004
Cyp312a1,3.91717007467545,3.86957115191035,3.76792101237938,3.84639975912724,4.13709285089961,4.07899229236572
Cyp313a1,3.51814200907549,3.6421074510789,3.50674112468226,3.73627494535463,3.6822785620177,3.6149242355898
Cyp313a2,4.32048235535721,4.32465089877292,4.32901480833126,4.26959577384071,3.99514129015225,4.32542957215763
Cyp313a3,4.88123679488211,4.78640768283087,5.10802835848716,4.48480395841858,4.72939711637395,4.70498046481163
Cyp313a4,4.4013999142104,4.46357344608083,4.73331378498507,4.2378252244912,4.17740578087369,4.20095620740845
Cyp313a5,3.981872150984,3.8870075018196,4.13398032668449,3.90650104178134,4.04495562475409,3.91242600943011
Cyp313b1,5.52663769517084,5.43396339832873,5.35131752419081,5.84753260179801,5.78160912219597,5.92405420226265
Cyp316a1,3.6685998152261,3.53085617113848,3.40011112209988,3.49576388814865,3.55831561157354,3.56367016690076
Cyp317a1,6.60068689970736,6.39251961931013,6.69807924696644,5.89671598877905,6.4008137617852,6.32209083479334
Cyp318a1,5.04683676866512,4.93789973732328,5.18767116757479,5.05035351645424,4.9863616869247,5.10390946513088
cyp33,9.89407036730526,10.0126094203917,9.8453605520296,10.2119532195747,10.0831591849144,9.99883903723945
Cyp49a1,8.37343199792541,8.49394257617583,8.37939392895413,8.57337030107862,8.38649194955797,8.45603043254292
Cyp4aa1,6.76020879221146,6.75734628575918,6.6898492635696,6.26013546776654,6.31908325893331,6.29129431067547
Cyp4ac1,4.50058531809627,4.45230509871428,4.4131629815046,4.34228147581265,4.35698579445834,4.43883637896056
Cyp4ac2,3.88750166874274,3.84153092999826,4.05112331629083,3.93334708840525,3.81959895626169,3.88584784038537
Cyp4ac3,6.57364980404266,6.59381653553516,6.35151041172684,6.85204219403536,6.73684252736186,6.86246773196906
Cyp4ad1,7.49449170400412,7.46297986402795,7.65190822971986,7.28657396405891,7.27376065536113,7.3735603368969
Cyp4ae1,5.24897479394534,5.43119069510402,5.25247455682337,5.43248168962764,5.36998754352149,5.35554886068096
Cyp4c3,7.2349939465765,7.34554577728317,7.44624951174984,7.44740244450397,7.76552510966739,7.909729054979
Cyp4d1,7.50635844982882,7.34531235687466,7.76335239908827,7.10104250951931,7.3128230234542,7.27663641717036
Cyp4d14,6.31645492717368,6.10715978563286,6.29743425387243,6.36533528154281,6.31816416758673,6.46136430347823
Cyp4d2,6.98161630771519,6.97106668837047,7.13774234107074,7.16623522045511,7.03884120516052,7.2431941676273
Cyp4d20,4.63881903021978,4.76438458180258,4.93771835655109,4.06451204946548,4.04741425231729,3.94933185693723
Cyp4d21,3.38614099975342,3.41565832307317,3.67618001033605,3.46818591705039,3.51232157132867,3.42476701265555
Cyp4d8,4.9790542299199,5.08488190994695,5.00479463550086,4.80224685290252,4.80558648001862,4.87026005917413
Cyp4e1,7.78863581005309,7.79684895613526,7.23527403866983,8.24083161502337,7.97972633431949,8.07526257719561
Cyp4e2,10.7715740905673,10.523982738854,10.7060059291311,10.5517489170611,10.412700525937,10.6118226546595
Cyp4e3,4.80180858548732,4.72201720371558,4.75782927225224,4.87165413129726,4.63890353318591,4.83163378826719
Cyp4g1,8.45232514483029,8.54557314073853,8.64253633680826,8.27502426568175,8.21465152600932,8.25167963490038
Cyp4g15,6.47427684770884,6.24308512100529,6.557753092418,5.85238441970805,6.11870840661859,5.94687205059363
Cyp4p1,7.16774497943415,6.79750240623635,7.37810672262525,6.63895452610099,6.70457491360311,6.80272563745894
Cyp4p2,4.93162847918072,4.69876851499212,5.03374297910319,5.30627628036162,5.13197735597537,5.00074497134894
Cyp4p3,4.84824759045798,4.6522514599845,4.87328017960864,4.75109578756072,4.49430044281086,4.60547315528048
Cyp4s3,5.64017679557644,5.41525361884468,6.0066470254044,5.21801280668423,5.57051854536254,5.44802738859432
Cyp6a13,5.93408801756862,5.71726867244972,6.00107784644243,6.09393375132653,5.97781549565357,6.12513111782207
Cyp6a14,5.98064046178935,5.63386228874494,5.92739741033885,5.699796344419,5.81528063115269,5.96721024334863
Cyp6a17,6.38949875443708,5.87959625426594,6.49766061446059,5.9897264256756,6.09108535785124,6.04477378661563
Cyp6a18,5.62914540031792,5.6787388730465,5.87881620193469,4.47523318254746,4.97232436582526,5.02374859204049
Cyp6a19,4.7627970142653,4.33068676806462,4.56920721755094,4.15263017429842,4.42202488667475,4.75788308001652
Cyp6a2,5.04450239413147,5.17248028545943,5.07390285648456,5.03601538715233,4.9034146794533,5.02338858726755
Cyp6a20,7.04346207189065,6.91583196787879,7.47627239413186,6.38442672156167,6.77680532614747,6.78250019708485
Cyp6a21,3.69723661934202,3.7019779543598,4.00447084115479,3.9731446891436,3.87211013046397,3.61337796633393
Cyp6a22,7.88164563840305,7.73835109741186,7.50900366128484,8.01191487923041,7.62709492468215,7.51648077241135
Cyp6a23,8.47902409477398,8.30763006653643,8.67534549071271,7.65012512763067,8.07348860212243,7.86465128077875
Cyp6a8,6.84618445013867,6.57852256361796,7.11737375927403,7.18947162398434,7.40429681320448,7.72457392705558
Cyp6a9,4.74028168604278,4.33682866211032,4.61457637399811,3.83489849906402,4.26005965042526,4.409186186681
Cyp6d2,7.0203223790102,6.95806236091736,7.03569575427585,7.03085846390433,7.15967782764413,7.45048497235177
Cyp6d4,6.50384614771944,6.50738067442732,6.57635172057863,6.48992717281113,6.86928553749834,6.65232270678698
Cyp6d5,10.5936733264411,10.4677615021074,10.5953524850914,10.8571761730806,10.6369649269837,10.8220795232328
Cyp6g1,4.3693517296185,4.162029954623,4.35824228285527,4.42941911229884,4.29145404563456,4.26827216306979
Cyp6g2,5.63011564535693,5.45838446167111,5.59878373254168,5.61684793400857,5.73000277521124,5.67252769863031
Cyp6t1,5.28296339565062,5.31005773764438,5.11792423716727,6.01251636396759,5.53407413997189,5.66011580455529
Cyp6t3,4.60706492719747,4.56785947949941,4.5863687207883,4.53321701667657,4.47707708858151,4.43850723324419
Cyp6u1,8.35757225228181,8.39063436554811,8.30973263294278,8.4637209743144,8.44185765963607,8.44743048779943
Cyp6v1,7.733832497123,7.88753405865034,7.56077876488523,7.95074611524125,7.81319209310164,7.67604017565467
Cyp6w1,5.0763956809636,4.75827614706923,5.05934418696911,4.89967394963131,4.91045657851059,5.19214472262469
Cyp9b1,5.38687446291275,5.25572367998184,5.28942948107077,5.98877131016448,6.13232245392927,5.76324217544465
Cyp9b2,8.14638424119899,7.98395230812121,8.52548617741742,7.69804577211345,8.05190657001639,7.82487345980285
Cyp9c1,8.19212804420165,7.99756492206761,8.16760831614529,8.41423510930704,8.14850600665774,8.22608767633143
Cyp9f2,9.12356629599057,9.10000737583668,9.18483657739668,8.9549840990244,8.98763997856019,9.21169155513664
Cyp9h1,4.63627264193818,4.52739396550599,4.56368692287914,4.81629451194887,4.70249089614222,4.61875680029703
cype,12.6501603704972,12.6262433263468,12.6460615573205,12.8557834225549,12.6461072053499,12.6953744359048
Cypl,9.27305501795689,9.42768089402491,9.11701962981455,9.73921478972382,9.47849487057934,9.25067717234487
cyr,7.34787001707011,7.19336705045928,7.16695057509057,7.40666715674061,7.29396155820083,7.45381141377603
Cys,13.9208942877377,13.9565170902302,13.9048960133622,13.875410372733,13.8974809317482,13.8897417662077
CysRS,8.34065731043228,8.4324668458934,8.41063494913618,8.32665487336278,8.37711497776426,8.39400560287081
CysRS-m,7.71587784528541,7.79475066672402,7.81221421005454,8.068797429323,7.83492865545937,7.81018482974765
cysu,10.0044186697282,10.0323815388787,10.0554455800161,9.86443480906793,9.86806433411369,9.95191105977388
Cyt-b5,12.0973507144548,12.1064182901045,12.1338459411879,12.0381912375558,12.1267439252101,12.20708721722
Cyt-b5-r,9.86930396757175,9.88512124692749,9.96514245949159,9.75249244333879,9.83236804521197,10.0408443250863
Cyt-c-d,6.32590381383522,6.05521056055452,6.32971064774907,6.43044076220292,6.15943074429628,6.111658077787
Cyt-c-p,13.036485861228,13.0741361521675,13.0960642053861,12.9927853514201,12.9813771871591,13.0341344702943
Cyt-c1,12.4767157528919,12.4261247047448,12.4558046814085,12.2505238669752,12.2323069958182,12.3020185480694
Cyt-c1L,7.03476683086692,6.70060528846574,6.86747329123439,6.75257574809284,6.48399215065491,6.71829369662015
d,7.92468751653586,7.7684524296385,7.85978139529463,7.69368892858818,7.86219636215338,7.74482012331636
D,10.874419112308,11.0122773471624,10.9201687912171,10.7667479735345,11.257293658153,10.8831294382125
d-cup,3.96928215772191,4.06450076111322,4.03894059534281,4.11929050462291,3.86059055367229,3.90423586661483
D1,12.5043853430979,12.6350976836735,12.4015166114286,12.6840277996955,12.5383788918251,12.4736843829395
D12,7.64786961980108,7.85857379353695,7.58591346601744,7.9112307066374,7.88940353259587,7.62503888773388
D19A,8.5429550692097,8.4777154045486,8.66538639998344,8.56916189183518,8.65954610731427,8.58316627637084
D19B,8.78630146578803,8.83071741281963,8.72197169634059,8.80078753895062,8.73666530478846,8.77939693422007
D2hgdh,7.90514357802467,7.84853914503815,8.15026638129581,7.76525588203842,7.80063907601211,7.86414729209323
d4,11.6189219995439,11.6311092192438,11.4850859532411,11.9121310184228,11.7047149109776,11.7238337906763
da,10.90238062462,10.9653075542269,11.0254752792065,11.1368851149924,11.0538055138052,10.9945083062005
DAAM,9.72273480754794,9.78561156756287,9.49131914455499,9.95325103517983,9.70192084061499,9.68459738440322
Dab,8.42680264729337,8.58471200817162,8.30059034255294,7.98882276756925,8.67165284647859,8.43727648398531
dac,8.07067577809553,8.04232212986083,8.05412522113986,8.01814558265539,8.16186292675385,7.88731932728362
Dad,9.62044988831375,9.43501457943902,9.61130955361581,9.30311592665869,9.46931670066903,9.37686012445882
Dad1,10.6851259356929,10.5743881974196,10.6483607432317,11.0698757506383,10.7447361297318,10.8167759072535
dah,9.37355099701108,9.40628213993772,9.27090285619801,9.51118270917303,9.31482390371018,9.66724601300212
Dak1,10.7076638114435,10.7135039751032,10.7241522872646,10.6530073888831,10.7356203251657,10.7836888453328
dally,8.67689774072671,8.80787507472322,8.89562411564529,7.56498085461028,8.94066107605752,8.75537934340938
Damm,6.42838274723338,6.37432291971088,6.73331299120198,6.06968585413594,6.64769066672957,6.3465637750208
dan,8.80573169357969,9.61790939299114,8.51241785065321,9.80518674030329,9.9321593829823,8.96209920646954
danr,8.68140002038149,9.2090765436534,8.49327652772889,9.29974223641034,9.4376208464529,8.68024168546762
dany,4.75364796057038,4.99125185397406,5.07396178608353,5.03275486518851,4.76773490579563,4.85621219562807
dao,6.91106231205878,6.82968400090375,6.94976396641222,6.91842184413168,6.78795168215775,6.81469842076774
dap,12.2938175233045,11.9873254442696,12.3747234824056,11.9827370901533,12.2208442856129,12.3066625863986
Dap160,7.10879649261571,7.30431297815178,7.14017000400911,6.92588141964729,7.18900833402004,7.06549319919677
dar1,6.73385212830276,6.76522561829334,6.74805819728796,6.6058902006811,6.75215567093833,6.69256354843712
dare,7.44117056837405,7.46503332537326,7.38176051408057,7.67708830152406,7.67699551482723,7.52832267272588
Dark,8.48311827587327,8.55805077783065,8.45509123867841,7.75912022770618,8.7503618310187,8.61897466335027
Dat,8.03831717232,7.902959498579,8.23248400980488,7.98063921099669,8.00115666536962,8.04337060558829
DAT,6.6103466984703,6.48249705917047,6.48655631176604,5.83732931390914,6.43802946627918,5.97843322511754
dati,5.26357119748359,5.2169086557503,5.27356891561544,5.20270973276197,5.28174228901051,5.18778001065095
daw,7.6321825388289,7.62758475156074,7.79517282519164,7.46164995154556,7.55356989915669,7.5423705319691
Daxx,9.40220156831712,9.42566245734363,9.45535870968396,9.50762282153853,9.56754946778513,9.51060857242564
dbe,9.77141754499739,9.92333467469381,9.60020044304705,9.99978333205782,9.86837096946873,9.93021489037196
Dbi,10.8475361780404,10.7097097303921,11.0466028668412,10.4797179732926,10.6083445498121,10.579561225388
dbo,10.2858835626013,10.4534647052433,10.3462771473468,10.4441632881287,10.5318466091922,10.3230112941821
Dbp21E2,8.69847546425951,8.70265724831983,8.47448880631504,8.85322492381572,8.71313387426939,8.8194851137789
Dbp45A,9.48812335142248,9.51178055622137,9.41267504122267,9.71111298907049,9.62437749844424,9.59326697649581
Dbp73D,9.0428245082025,9.19398388012835,8.9725943788841,9.40015301851651,9.28118454946398,9.24459830694474
Dbp80,11.5076367561053,11.5111381327872,11.3244535298911,11.5110861224595,11.4280555143417,11.3607810482919
dbr,10.1652123193076,10.1417801907259,10.0089535787412,10.0515471619658,10.0994988858679,10.1731822906932
Dbx,6.4693878835614,6.38827378707992,6.32951780637218,6.47522738271158,6.39319851069309,6.41677311700481
DCAF12,8.35771696190351,8.4002557742726,8.20020167689064,8.46120278303953,8.45647594692517,8.45863711674934
dco,11.0987306877323,11.189957741801,11.1037449849322,11.2139745403833,11.3159967359121,11.3554883784318
Dcp-1,10.510669930375,10.664978951614,10.4986998362375,10.6704248265322,10.7113331771942,10.6449917864754
DCP1,9.13974080735459,9.31691602869277,9.0138759663687,9.45223487077054,9.30284348268445,9.1585627169172
DCP2,8.37306248026654,8.8068580102544,8.54671208938511,7.50007105968721,8.71471850501454,8.55132488013542
Dcr-1,7.82728334692429,8.11702531266634,7.82738233594165,8.16978201313172,8.13211187987832,7.87448324893626
Dcr-2,9.1490509267409,9.19487798127779,9.02685713342665,8.92457580956266,9.18254147138738,9.15364894090549
DCTN1-p150,7.70925737881751,7.92329347593213,7.74237560965497,7.98634989751907,8.23131438749541,7.94776201216715
DCTN2-p50,10.2390609691237,10.1883897162588,10.2061388621665,10.309213458327,10.1646146440267,10.2239782535972
DCTN3-p24,9.06371625408214,8.91534972840365,8.83258829905409,9.345579131233,9.09819511630712,9.00438628723689
DCTN4-p62,7.42259408543591,7.50598042720533,7.53200616273157,7.7366497584344,7.61526535580461,7.56055440744479
DCTN5-p25,9.01781659984355,9.11322902249457,8.97233935064885,9.57102614073583,9.34354074231573,9.20975918935062
DCTN6-p27,9.83339859828805,9.83244286518577,9.78682159838774,10.2981922639765,9.99462376527569,9.88898426252799
DCX-EMAP,5.32321958993511,5.33102591702934,5.43723676675155,5.25108155154295,5.20876981468609,5.25348105508492
Dd,8.38436346722619,8.59919007285921,8.37117761873887,8.6926948284056,8.68242917334912,8.47746678141557
ddbt,4.91059707652328,4.89924173006293,4.89692275657462,5.08459214730792,4.75057552964523,5.03171311426549
Ddc,8.92276160649325,8.7019019246336,9.3656363464464,7.81514941011024,8.65504952498712,8.27968100868345
Ddr,4.72311014152752,4.94076608120449,4.81671106403869,4.36893914652465,4.56459252429846,4.63826080696379
Ddx1,8.76519765540641,9.12825263422603,8.67161715835474,9.17831397824015,9.21189374151519,8.91711642367426
Deaf1,9.0474960131301,9.03794500207089,9.03956512449676,9.35471169474364,9.11414482453262,9.19961839530439
Debcl,7.65864164490769,7.64276943155051,7.69973352301955,7.97497186600237,7.79920961846032,7.79173925074467
dec-1,4.58995744011628,4.46005193776969,4.58798784529057,4.54228851556872,4.56858383128771,4.58972441270541
Decay,8.35108676254402,8.30909882444501,8.39074139509601,8.54968808728562,8.33250945471919,8.15152717153501
Def,5.87279625880193,5.64713703122741,5.85200743194004,5.81473159207898,5.47019892549086,5.79350727768158
defl,7.28366382759996,7.67056175293142,7.22477994557615,7.42907447039422,7.57803162023975,7.28090321211342
Dek,12.1398658482421,12.3010768327087,12.0258526832875,12.3171353855098,12.3526486026068,12.2927694954271
del,5.68553978997029,5.76771329584526,5.64770999213734,5.99704442416822,5.91926649178464,5.87305586773529
deltaCOP,11.3183421025772,11.2350560337734,11.4511063210819,11.4143673428663,11.3654459532964,11.6036213933832
Den1,8.98854537341492,8.85037338178989,8.91909430865596,9.08227186417934,8.96952171688366,8.91756717008128
DENR,10.2086128405203,10.192547861881,10.0412123319434,10.6076159411071,10.2928564683591,10.1226331432395
Der-1,10.4392153287588,10.4050352840296,10.4652898853552,10.4976469377404,10.4121281366442,10.446870196416
Der-2,8.46813759915622,8.37069956798345,8.3038887982658,8.63939712701317,8.419906210916,8.20995802238706
Desat1,10.4222025523255,10.1708808647124,10.3894071046443,10.1795858906852,10.3388785721765,10.3389254330968
Desat2,5.92911749774709,5.58957239616922,5.89791011619438,6.13003603615405,5.99447908227336,5.85022201230538
Desi,7.37381016316631,7.43438733987851,7.4955522141444,6.84972904203854,7.10931527175544,6.95587966930207
Det,9.97523502479747,10.0073130937845,9.78797169741247,10.168326999387,10.1193673523421,10.0123349182373
Df31,13.6635277380848,13.7468105070639,13.6249211155428,13.6354642810451,13.7599973422649,13.7170129214815
Dfd,7.60804389374499,7.74393631903259,7.57198187209346,7.53047365120438,7.73005577195128,7.42550091176268
Dg,8.2724514138467,8.31247777612179,8.2292849815019,8.16332476563637,8.16672737121328,8.2050381841985
Dgk,5.8177614123863,5.93461533788368,5.80907357524598,5.36992321089542,5.67130024914698,5.86527825265104
Dgkepsilon,9.13595493747637,8.96527127954694,9.16102020198586,9.05024079831402,9.09189720650298,9.15362463521254
dgo,8.05562367972079,8.26796349119381,7.98724808924081,8.74951531175944,8.47133995285753,8.49898187034662
Dgp-1,9.71785170865894,9.54666525073828,9.6092013006202,9.57847716303736,9.52191662600234,9.61259442996309
dgrn,8.98696539789119,9.20560043856152,8.92113056275674,9.21681304319117,9.18032399475356,8.99736915718455
dgt1,9.86175160861577,9.85935138134464,9.83643377596083,10.1569502751255,10.0204138472623,10.0488354646703
dgt2,9.45979265560843,9.55780082379095,9.47474055797739,9.70904644411474,9.69437526303153,9.6648081800768
dgt3,7.94515554235079,8.0079588873878,7.90103917941927,8.46874563112495,8.37178968278661,8.11624397149235
dgt4,8.17707470748025,8.2797295399134,8.1495724320113,8.4766042995936,8.10975401083869,8.11375405859006
dgt5,8.68732190369301,8.76372446817862,8.42190375501612,9.22397680791087,8.87019778747816,8.79770857571834
dgt6,8.49510023078003,8.53435089148675,8.24548845003696,9.06081965702452,8.95631605535016,9.06765825684752
Dh31,6.90966655986902,6.63253740884332,7.04590496768765,6.09519670173869,6.92400861598994,6.75020655077301
Dh31-R,5.93087709714731,5.76920046787618,6.00315185629612,5.63663143242401,5.76620183298879,5.71331340537401
Dh44,4.37844746153993,4.27718896824425,4.34193633301658,3.93169349450386,4.28498079744194,4.31274475015892
Dh44-R1,5.88635253005593,6.153845869924,5.91605721992274,5.79229559367564,5.95909028334557,5.43553065378318
Dh44-R2,4.76151697268316,4.72675439784691,4.81728001655028,4.37927739073438,4.59731217441804,4.60631005767723
Dhap-at,8.09877927017941,8.2503831944916,8.19929016995167,8.09352449887676,8.42106982228146,8.2128254805901
Dhc16F,6.00439796927851,6.07055835798954,5.90502534769008,6.15065373331806,5.89435941416114,6.05306433037833
Dhc36C,5.46834592674863,5.51214209099966,5.39457730897968,5.78149972334064,5.8566507669133,5.46786064617854
Dhc62B,5.71188918495071,5.39042930395281,5.42918057332166,5.5818794363961,5.43315392767937,5.70938264774395
Dhc64C,4.49832485658674,4.77116591155461,4.46558268435175,4.31632423307317,4.90221644863902,4.83995498881385
Dhc93AB,6.18699532644988,6.11755115643721,6.42788026811286,6.21111570517761,6.28301460726906,6.46926535386546
Dhc98D,5.21826451706025,5.16800337549514,5.11130754449481,5.07176192069133,5.01382959715255,5.19073501598012
dhd,8.21888625304708,7.11062977186615,7.52241751287598,7.93836733028468,6.99692196870231,7.69064818282089
Dhfr,7.19527131598888,7.11485876380552,7.40791196738516,7.14145974446706,7.05979571181616,7.36330107633723
Dhit,8.64332370298732,8.61304126482829,8.71135094219678,8.70141310459099,8.53865831308812,8.64687389767389
Dhod,10.0746491785214,10.0909168931533,9.95883195578884,10.3811828502861,10.2174104157421,10.13914997375
DhpD,8.58536785463727,8.5053463922317,8.74965762960725,7.77131993149509,7.997045963485,8.17731095292355
Dhpr,8.55660563434768,8.46749810101838,8.47061547013295,8.47114634539648,8.50769155092815,8.52900879971124
Dhx15,10.7709976376393,10.9150695411327,10.8082744479399,10.8269577311693,10.8237683624671,10.8672333200532
